,id,city,category,district,size,year of construction,number of rooms,floor,Total floors,elevator,parking,storage,date,price per meter (Toman),total price (Toman)
194,AZSqNWNW,tehran,buy-apartment,meydan-horr,62,1402,1,1,4,yes,yes,yes,2023-06-21,"85,483,000","5,300,000,000"
195,AZEeT5RT,tehran,buy-apartment,pasdaran,165,1396,3,1,5,yes,yes,yes,2023-06-21,"145,454,000","24,000,000,000"
196,AZQq6iiZ,tehran,buy-apartment,zafaraniyeh,414,1397,4,5,9,yes,yes,yes,2023-06-21,"326,086,000","135,000,000,000"
197,AZRCG1CH,tehran,buy-apartment,salsabil,70,1395,2,1,5,yes,no,yes,2023-06-21,"59,285,000","4,150,000,000"
198,AZA6BaNa,tehran,buy-apartment,yousef-abad,135,1380,3,4,NA,yes,yes,yes,2023-06-21,"110,370,000","14,900,000,000"
199,AZSWa3uZ,tehran,buy-apartment,lavizan,80,1396,2,2,6,yes,yes,yes,2023-06-21,"87,000,000","6,960,000,000"
200,AZRK47vM,tehran,buy-apartment,azerbaijan,65,1383,1,2,4,no,no,yes,2023-06-21,"56,461,000","3,670,000,000"
201,AZQ-4jrz,tehran,buy-apartment,salsabil,42,1390,1,3,4,yes,yes,yes,2023-06-21,"73,809,000","3,100,000,000"
202,AZBapw2t,tehran,buy-apartment,azerbaijan,58,1388,2,2,4,yes,yes,yes,2023-06-21,"72,413,000","4,200,000,000"
203,AZDeWcQ2,tehran,buy-apartment,dolatkhah,86,1400,2,2,NA,yes,yes,yes,2023-06-21,"41,500,000","3,569,000,000"
204,AZSmdtF7,tehran,buy-apartment,mobarak-abad-beheshti,70,1399,2,2,NA,yes,yes,yes,2023-06-21,"33,142,000","2,320,000,000"
205,AZGuMvvF,tehran,buy-apartment,farmanieh,166,1387,3,4,NA,yes,yes,yes,2023-06-21,"189,759,000","31,500,000,000"
206,AZS2pZmK,tehran,buy-apartment,marzdaran,185,1391,3,1,2,yes,yes,yes,2023-06-21,"204,864,000","37,900,000,000"
207,AZQKT3OU,tehran,buy-apartment,elahiyeh,213,1402,3,3,6,yes,yes,yes,2023-06-21,"257,746,000","54,900,000,000"
208,AZKOubYP,tehran,buy-apartment,narmak,42,1393,1,4,4,yes,no,yes,2023-06-21,"76,190,000","3,200,000,000"
209,AZFiXKZO,tehran,buy-apartment,mahmoodiyeh,122,1401,2,3,NA,yes,yes,yes,2023-06-21,"327,868,000","40,000,000,000"
210,AZSqNG_E,tehran,buy-apartment,ajudaniye,200,1385,3,8,NA,yes,yes,yes,2023-06-21,"165,000,000","33,000,000,000"
211,AZSqtCLG,tehran,buy-apartment,majidiyeh,76,1390,2,2,NA,yes,yes,yes,2023-06-21,"86,842,000","6,600,000,000"
212,AZSmd_5J,tehran,buy-apartment,shams-abad,67,1376,2,3,3,no,no,yes,2023-06-21,"67,164,000","4,500,000,000"
213,AZB-McDc,tehran,buy-apartment,abuzar,61,1383,1,4,4,no,no,yes,2023-06-21,"66,393,000","4,050,000,000"
214,AZFqp6lj,tehran,buy-apartment,shabiri,43,1392,1,1,4,yes,no,no,2023-06-21,"56,511,000","2,430,000,000"
215,AZSutOwZ,tehran,buy-apartment,jeyhoon,71,1388,2,3,NA,no,yes,no,2023-06-21,"63,380,000","4,500,000,000"
216,AYEUIJD4,tehran,buy-apartment,saadat-abad,160,1399,3,5,NA,yes,yes,yes,2023-06-21,ayndh,twfqy
217,AZOWA7JI,tehran,buy-apartment,central-jannat-abad,107,1394,2,3,NA,yes,yes,yes,2023-06-21,"118,878,000","12,720,000,000"
218,AZSuNO7g,tehran,buy-apartment,farmanieh,240,1384,3,27,NA,yes,yes,yes,2023-06-21,"208,333,000","50,000,000,000"
219,AZSqN6x_,tehran,buy-apartment,niavaran,150,1382,3,2,4,yes,yes,yes,2023-06-21,"140,000,000","21,000,000,000"
220,AYE4XI59,tehran,buy-apartment,saadat-abad,120,1399,2,5,NA,yes,yes,yes,2023-06-21,ayndh,twfqy
221,AZ2Jimrw,tehran,buy-apartment,saadat-abad,170,1390,3,2,NA,yes,yes,yes,2023-06-21,"160,000,000","27,200,000,000"
222,AZJaLXSz,tehran,buy-apartment,saadat-abad,125,1401,2,5,6,yes,yes,yes,2023-06-21,"188,000,000","23,500,000,000"
223,AZH2g2GL,tehran,buy-apartment,shahrak-gharb,91,1386,2,2,NA,yes,yes,yes,2023-06-21,"119,670,000","10,890,000,000"
224,AZIm21ip,tehran,buy-apartment,saadat-abad,52,1387,1,4,4,no,no,yes,2023-06-21,"108,653,000","5,650,000,000"
225,AZSq9zQR,tehran,buy-apartment,qolhak,170,1402,3,1,5,yes,yes,yes,2023-06-21,"175,000,000","29,750,000,000"
226,AZSqtz68,tehran,buy-apartment,jordan,180,1383,+4,1,2,no,yes,yes,2023-06-21,"144,444,000","26,000,000,000"
227,AZth7IPP,tehran,buy-apartment,yousef-abad,170,1375,4,1,5,yes,yes,yes,2023-06-21,"108,823,000","18,500,000,000"
228,AZSqN0SK,tehran,buy-apartment,dehkadeh-olympic,170,1402,3,13,20,yes,yes,yes,2023-06-21,"75,294,000","12,800,000,000"
229,AZMuyu0j,tehran,buy-apartment,velenjak,230,1401,3,12,NA,yes,yes,yes,2023-06-21,"265,217,000","61,000,000,000"
230,AZSu9FpV,tehran,buy-apartment,west-tehran-pars,52,1384,1,hmkhf,NA,yes,no,yes,2023-06-21,"88,076,000","4,580,000,000"
231,AZSqNyeS,tehran,buy-apartment,shad-abad,76,1392,2,2,5,yes,yes,yes,2023-06-21,"47,697,000","3,625,000,000"
232,AZNuIvdh,tehran,buy-apartment,navvab,55,1393,1,1,NA,yes,yes,yes,2023-06-21,"65,454,000","3,600,000,000"
233,AZFC7Z6b,tehran,buy-apartment,niavaran,123,1385,2,2,NA,yes,yes,yes,2023-06-21,"125,203,000","15,400,000,000"
234,AZK6cgMb,tehran,buy-apartment,chitgar,120,1402,2,12,25,yes,yes,yes,2023-06-21,"31,666,000","3,800,000,000"
235,AZNGsj7Q,tehran,buy-apartment,shahrak-rahahan,144,1395,3,2,NA,yes,yes,yes,2023-06-21,"90,277,000","13,000,000,000"
236,AZ_pAOQw,tehran,buy-apartment,north-shahran,142,1386,3,4,9,yes,yes,yes,2023-06-21,"69,014,000","9,800,000,000"
237,AZNuKd0i,tehran,buy-apartment,beryanak,65,1384,2,3,4,no,no,yes,2023-06-21,"39,230,000","2,550,000,000"
238,AZztxxNj,tehran,buy-apartment,qoba,190,1387,3,3,6,yes,yes,yes,2023-06-21,"118,947,000","22,600,000,000"
239,AZR2Was9,tehran,buy-apartment,bagh-feyz,110,1401,2,3,5,yes,yes,yes,2023-06-21,"121,000,000","13,310,000,000"
240,AZx9bDw3,tehran,buy-apartment,saadat-abad,320,1401,4,7,11,yes,yes,yes,2023-06-21,"406,250,000","130,000,000,000"
241,AZRKnJaC,tehran,buy-apartment,darrous,162,1402,3,1,5,yes,yes,yes,2023-06-21,"209,876,000","34,000,000,000"
242,AZSud3Zp,tehran,buy-apartment,south-jannat-abad,71,1385,2,3,5,yes,yes,yes,2023-06-21,"108,450,000","7,700,000,000"
243,AZ1x7H5i,tehran,buy-apartment,zafar,121,1378,2,1,NA,no,yes,yes,2023-06-21,"115,702,000","14,000,000,000"
244,AZ2JvhCv,tehran,buy-apartment,niavaran,96,1391,2,2,NA,yes,yes,yes,2023-06-21,"147,916,000","14,200,000,000"
245,AZH2E96U,tehran,buy-apartment,niavaran,180,1386,3,3,NA,yes,yes,yes,2023-06-21,"132,222,000","23,800,000,000"
246,AZAeEq4N,tehran,buy-apartment,javadiyeh,66,1385,1,2,NA,no,no,yes,2023-06-21,"46,818,000","3,090,000,000"
247,AZSutkPW,tehran,buy-apartment,jeyhoon,64,1395,2,2,5,yes,no,yes,2023-06-21,"55,156,000","3,530,000,000"
248,AZu9zX-5,tehran,buy-apartment,darband,98,1391,2,1,NA,yes,yes,yes,2023-06-21,"102,040,000","10,000,000,000"
249,AZr51aN7,tehran,buy-apartment,vanak,73,1387,1,4,5,yes,no,yes,2023-06-21,"91,780,000","6,700,000,000"
250,AZSutLso,tehran,buy-apartment,falah,91,1388,2,3,4,no,yes,yes,2023-06-21,"49,450,000","4,500,000,000"
251,AZIeoxMO,tehran,buy-apartment,chitgar,133,1401,3,9,NA,yes,yes,yes,2023-06-21,"14,661,000","1,950,000,000"
252,AZ-5PsFo,tehran,buy-apartment,javadiyeh,60,1387,2,3,NA,yes,no,yes,2023-06-21,"53,000,000","3,180,000,000"
253,AZSuta_3,tehran,buy-apartment,aqdasiyeh,275,1387,3,3,14,yes,yes,yes,2023-06-21,"218,181,000","60,000,000,000"
254,AZGNELFX,tehran,buy-apartment,heravi,197,1402,3,10,NA,yes,yes,yes,2023-06-21,"117,258,000","23,100,000,000"
255,AZIanKMw,tehran,buy-apartment,jordan,83,1380,1,hmkhf,NA,yes,yes,yes,2023-06-21,"92,771,000","7,700,000,000"
256,AZIiXNMC,tehran,buy-apartment,jordan,107,1389,2,4,NA,yes,yes,yes,2023-06-21,"130,841,000","14,000,000,000"
257,AZRCckWD,tehran,buy-apartment,mirdamad,66,1387,1,1,NA,yes,yes,yes,2023-06-21,"128,787,000","8,500,000,000"
258,AZROFBAU,tehran,buy-apartment,jordan,110,1388,2,5,5,yes,yes,yes,2023-06-21,"129,090,000","14,200,000,000"
259,AZSydXAg,tehran,buy-apartment,kuy-ferdows,55,1387,1,1,5,yes,yes,yes,2023-06-21,"109,090,000","6,000,000,000"
260,AZrVWaLe,tehran,buy-apartment,khaje-nezam-molk,75,1378,2,2,3,no,no,yes,2023-06-21,"54,000,000","4,050,000,000"
261,AZSyNDpI,tehran,buy-apartment,tehransar,66,1386,1,2,4,no,yes,yes,2023-06-21,"65,909,000","4,350,000,000"
262,AZSydUaj,tehran,buy-apartment,pasdaran,108,1398,2,2,5,yes,yes,yes,2023-06-21,"148,148,000","16,000,000,000"
263,AZSy9SHi,tehran,buy-apartment,elahiyeh,202,1388,4,hmkhf,NA,yes,yes,yes,2023-06-21,"180,198,000","36,400,000,000"
264,AZK6um8y,tehran,buy-apartment,madaen,68,1384,2,2,5,yes,no,yes,2023-06-21,"85,294,000","5,800,000,000"
265,AZQmjNab,tehran,buy-apartment,qeytarieh,132,1386,3,11,15,yes,yes,yes,2023-06-21,"175,000,000","23,100,000,000"
266,AZSKMg8Z,tehran,buy-apartment,shahrara,130,1401,3,1,3,yes,yes,yes,2023-06-21,"110,000,000","14,300,000,000"
267,AZSyNQNj,tehran,buy-apartment,south-shahran,80,1402,2,3,NA,yes,yes,yes,2023-06-21,"116,875,000","9,350,000,000"
268,AZSydZ-v,tehran,buy-apartment,salsabil,50,1384,1,2,NA,no,yes,yes,2023-06-21,"68,600,000","3,430,000,000"
269,AZOetOnO,tehran,buy-apartment,elahiyeh,100,1383,2,3,NA,yes,yes,yes,2023-06-21,"157,000,000","15,700,000,000"
270,AZNCW4bs,tehran,buy-apartment,zafar,102,1395,2,5,NA,yes,yes,yes,2023-06-21,"161,764,000","16,500,000,000"
271,AZSyNNIs,tehran,buy-apartment,kouhak,131,1402,2,14,16,yes,yes,yes,2023-06-21,"90,000,000","11,790,000,000"
272,AZSy9NpD,tehran,buy-apartment,shahr-ziba,78,1397,2,4,NA,yes,yes,yes,2023-06-21,"79,487,000","6,200,000,000"
273,AZOK-7Je,tehran,buy-apartment,saadat-abad,80,1395,2,3,NA,yes,yes,yes,2023-06-21,"111,875,000","8,950,000,000"
274,AZSyNMSH,tehran,buy-apartment,tehransar,96,1401,2,4,4,yes,yes,yes,2023-06-21,"750,000,000","72,000,000,000"
275,AZKWcqgT,tehran,buy-apartment,marzdaran,70,1393,2,1,5,yes,yes,yes,2023-06-21,"129,285,000","9,050,000,000"
276,AZSydcZp,tehran,buy-apartment,azerbaijan,57,1396,1,1,4,yes,yes,yes,2023-06-21,"80,701,000","4,600,000,000"
277,AZSq9-cy,tehran,buy-apartment,saeed-abad,315,1402,4,3,3,no,yes,yes,2023-06-21,"31,000,000","9,765,000,000"
278,AZSytDhN,tehran,buy-apartment,salsabil,88,1396,2,4,4,yes,yes,yes,2023-06-21,"71,590,000","6,300,000,000"
279,AZud_DXD,tehran,buy-apartment,sazman-barnameh,65,1402,2,3,NA,yes,yes,yes,2023-06-21,"128,461,000","8,350,000,000"
280,AZvRWtu2,tehran,buy-apartment,punak,130,1388,3,hmkhf,4,no,yes,yes,2023-06-21,"92,307,000","12,000,000,000"
281,AZROFDCn,tehran,buy-apartment,punak,85,1387,2,4,NA,yes,yes,yes,2023-06-21,"100,000,000","8,500,000,000"
282,AZCKL3K9,tehran,buy-apartment,saadat-abad,110,1386,3,5,NA,yes,yes,yes,2023-06-21,"127,272,000","14,000,000,000"
283,AZG-eloa,tehran,buy-apartment,chitgar-lake,119,1402,2,9,9,yes,yes,yes,2023-06-21,"22,268,000","2,650,000,000"
284,AZNCn-kz,tehran,buy-apartment,shahr-ziba,53,1396,1,2,NA,yes,yes,yes,2023-06-21,"103,773,000","5,500,000,000"
285,AZxB9bG6,tehran,buy-apartment,shahr-ziba,54,1381,1,3,NA,no,yes,yes,2023-06-21,"86,851,000","4,690,000,000"
286,AZyhvDif,tehran,buy-apartment,kuy-ferdows,55,1380,1,1,NA,no,no,yes,2023-06-21,"92,727,000","5,100,000,000"
287,AZvJDISB,tehran,buy-apartment,central-jannat-abad,150,1401,3,8,NA,yes,yes,yes,2023-06-21,"105,000,000","15,750,000,000"
288,AZ-ZfRds,tehran,buy-apartment,shahin,114,1402,2,3,NA,yes,yes,yes,2023-06-21,"108,000,000","12,312,000,000"
289,AZIGz0cD,tehran,buy-apartment,yousef-abad,93,1384,2,2,5,yes,yes,yes,2023-06-21,"117,204,000","10,900,000,000"
290,AZI2iKtx,tehran,buy-apartment,khani-abad,58,1385,1,1,4,no,no,yes,2023-06-21,"40,517,000","2,350,000,000"
291,AZGKdTwu,tehran,buy-apartment,narmak,100,1384,2,3,4,no,no,yes,2023-06-21,"75,000,000","7,500,000,000"
292,AZSy99Zb,tehran,buy-apartment,shahrak-parvaz,88,1390,2,3,5,yes,yes,yes,2023-06-21,"100,000,000","8,800,000,000"
293,AZ1BLOl8,tehran,buy-apartment,qiam,47,1382,1,3,4,no,no,yes,2023-06-21,"51,063,000","2,400,000,000"
294,AZR6rvW1,tehran,buy-apartment,sadeghiyeh,100,1387,2,11,NA,yes,yes,yes,2023-06-21,"87,500,000","8,750,000,000"
295,AZHGlP22,tehran,buy-apartment,rumi,68,1392,1,2,5,yes,yes,no,2023-06-21,"31,911,000","2,170,000,000"
296,AZSy9-T3,tehran,buy-apartment,qeytarieh,120,1386,2,3,6,yes,yes,yes,2023-06-21,"133,333,000","16,000,000,000"
297,AZ11YZrG,tehran,buy-apartment,central-jannat-abad,90,1387,2,4,NA,no,yes,yes,2023-06-21,"67,777,000","6,100,000,000"
298,AZP2vGFo,tehran,buy-apartment,imamzadeh-hasan,50,1390,1,3,NA,no,no,yes,2023-06-21,"37,600,000","1,880,000,000"
299,AZS-qPq4,tehran,buy-apartment,shahrak-vali-asr,46,1389,1,3,NA,no,yes,yes,2023-06-21,"42,391,000","1,950,000,000"
300,AZSyd3BW,tehran,buy-apartment,punak,69,1385,2,3,NA,no,yes,yes,2023-06-21,"69,565,000","4,800,000,000"
301,AZR-s3qL,tehran,buy-apartment,sattarkhan,74,1396,2,7,NA,yes,yes,yes,2023-06-21,"100,675,000","7,450,000,000"
302,AZtFypk1,tehran,buy-apartment,mobarak-abad-beheshti,90,1401,2,hmkhf,NA,yes,yes,yes,2023-06-21,"28,000,000","2,520,000,000"
303,AZJ-cYv_,tehran,buy-apartment,dar-abad,125,1397,2,hmkhf,NA,yes,yes,yes,2023-06-21,"111,200,000","13,900,000,000"
304,AZPGRN5P,tehran,buy-apartment,niavaran,234,1402,4,2,5,yes,yes,yes,2023-06-21,"192,307,000","45,000,000,000"
305,AZRCg4iZ,tehran,buy-apartment,heravi,130,1402,2,1,5,yes,yes,yes,2023-06-21,"170,000,000","22,100,000,000"
306,AZC6hRQB,tehran,buy-apartment,pasdaran,74,1397,2,1,5,yes,yes,yes,2023-06-21,"168,918,000","12,500,000,000"
307,AZ45EYh8,tehran,buy-apartment,sohrevardi,90,1402,2,4,4,yes,yes,yes,2023-06-21,"110,000,000","9,900,000,000"
308,AZNumxij,tehran,buy-apartment,sattarkhan,80,1395,2,4,5,yes,yes,yes,2023-06-21,"106,250,000","8,500,000,000"
309,AZS2tUe6,tehran,buy-apartment,sazman-aab,71,1393,1,6,NA,yes,yes,yes,2023-06-21,"108,450,000","7,700,000,000"
310,AZRemQqG,tehran,buy-apartment,hashemi,57,1402,1,1,4,yes,no,yes,2023-06-21,"78,070,000","4,450,000,000"
311,AZuVi4NA,tehran,buy-apartment,zafaraniyeh,68,1398,1,1,4,yes,yes,yes,2023-06-21,"147,058,000","10,000,000,000"
312,AZS29_Cy,tehran,buy-apartment,jeyhoon,47,1390,1,3,NA,no,yes,no,2023-06-21,"63,000,000","2,961,000,000"
313,AZw97EY5,tehran,buy-apartment,mobarak-abad-beheshti,90,1398,2,3,NA,yes,yes,yes,2023-06-21,"28,000,000","2,520,000,000"
314,AZS2tnzp,tehran,buy-apartment,qeytarieh,103,1399,2,2,10,yes,yes,yes,2023-06-21,"216,019,000","22,250,000,000"
315,AZ45XvMq,tehran,buy-apartment,saadat-abad,140,1392,3,5,NA,yes,yes,yes,2023-06-21,"127,857,000","17,900,000,000"
316,AZKCrkpl,tehran,buy-apartment,falah,69,1390,1,3,NA,yes,yes,yes,2023-06-21,"44,057,000","3,040,000,000"
317,AZO66DGM,tehran,buy-apartment,soleymani,45,1383,1,hmkhf,NA,no,yes,yes,2023-06-21,"60,444,000","2,720,000,000"
318,AZMexDsz,tehran,buy-apartment,aminhozour,62,1390,1,2,4,yes,yes,yes,2023-06-21,"43,548,000","2,700,000,000"
319,AZyxu3ph,tehran,buy-apartment,beryanak,45,1378,1,2,NA,no,no,yes,2023-06-21,"48,444,000","2,180,000,000"
320,wYkfTBtj,tehran,buy-apartment,mobarak-abad-beheshti,75,1400,2,3,NA,yes,yes,yes,2023-06-21,"29,333,000","2,200,000,000"
321,AZQGz8um,tehran,buy-apartment,qeytarieh,115,1396,2,1,NA,yes,yes,yes,2023-06-21,"165,217,000","19,000,000,000"
322,AZBu35dd,tehran,buy-apartment,qeytarieh,128,1395,2,3,NA,yes,yes,yes,2023-06-21,"171,875,000","22,000,000,000"
323,AZRSXNWF,tehran,buy-apartment,qeytarieh,129,1402,2,5,NA,yes,yes,yes,2023-06-21,"213,178,000","27,500,000,000"
324,AZS29fbl,tehran,buy-apartment,chitgar-lake,100,1402,2,16,20,yes,yes,yes,2023-06-21,"15,000,000","1,500,000,000"
325,AZS2939g,tehran,buy-apartment,north-jannat-abad,65,1387,1,1,5,yes,yes,yes,2023-06-21,"83,846,000","5,450,000,000"
326,AZ9NA8rg,tehran,buy-apartment,pasdaran,130,1401,2,7,NA,yes,yes,yes,2023-06-21,"140,000,000","18,200,000,000"
327,AZIKSg4T,tehran,buy-apartment,vardavard,75,1402,2,5,NA,yes,yes,yes,2023-06-21,"25,333,000","1,900,000,000"
328,AZQO3UjG,tehran,buy-apartment,shahr-ziba,68,1397,1,5,NA,yes,yes,yes,2023-06-21,"84,558,000","5,750,000,000"
329,AZPSRY96,tehran,buy-apartment,saadat-abad,109,1383,3,5,5,yes,yes,yes,2023-06-21,"130,275,000","14,200,000,000"
330,AZS6ddpD,tehran,buy-apartment,marzdaran,136,1388,3,5,NA,yes,yes,yes,2023-06-21,"129,411,000","17,600,000,000"
331,AZPaP7Gl,tehran,buy-apartment,gisha,77,1394,2,4,5,yes,yes,yes,2023-06-21,"150,000,000","11,550,000,000"
332,AZrR49ry,tehran,buy-apartment,central-jannat-abad,57,1384,1,hmkhf,5,yes,yes,yes,2023-06-21,"103,157,000","5,880,000,000"
333,AZAC03cF,tehran,buy-apartment,niavaran,270,1393,4,6,NA,yes,yes,yes,2023-06-21,"162,962,000","44,000,000,000"
334,wYKov0aA,tehran,buy-apartment,chitgar,95,1401,2,10,NA,yes,yes,yes,2023-06-21,mshwr,twfqy
335,AZRWHUoO,tehran,buy-apartment,eskandari,50,1402,1,2,NA,yes,yes,yes,2023-06-21,"82,000,000","4,100,000,000"
336,AZKKQmLL,tehran,buy-apartment,elahiyeh,480,1402,4,10,12,yes,yes,yes,2023-06-21,"455,000,000","218,400,000,000"
337,AZSS8bk5,tehran,buy-apartment,gisha,79,1399,2,4,5,yes,yes,yes,2023-06-21,"165,000,000","13,035,000,000"
338,gYupU3jB,tehran,buy-apartment,chitgar,75,1400,bdwn tq,8,NA,yes,yes,yes,2023-06-21,shkhSy,twfqy
339,AZKOJvz0,tehran,buy-apartment,zafaraniyeh,148,1381,2,1,5,no,yes,yes,2023-06-21,"155,405,000","23,000,000,000"
340,AZ75DziV,tehran,buy-apartment,chitgar-lake,100,1402,2,30,30,yes,yes,yes,2023-06-21,"14,000,000","1,400,000,000"
341,AZ6lOt8L,tehran,buy-apartment,sadeghiyeh,125,1402,2,2,6,yes,yes,yes,2023-06-21,"124,000,000","15,500,000,000"
342,AZsNIy5N,tehran,buy-apartment,saadat-abad,113,1398,2,8,12,yes,yes,yes,2023-06-21,"203,097,000","22,950,000,000"
343,AZICUPvj,tehran,buy-apartment,elahiyeh,905,1402,+4,15,15,yes,yes,yes,2023-06-21,"460,773,000","417,000,000,000"
344,AZOG9pwE,tehran,buy-apartment,marzdaran,165,1400,3,2,NA,yes,yes,yes,2023-06-21,"169,696,000","28,000,000,000"
345,AZWJjnDC,tehran,buy-apartment,deylaman,73,1398,2,2,NA,yes,yes,yes,2023-06-21,"30,000,000","2,190,000,000"
346,AZuhA2GC,tehran,buy-apartment,chitgar,122,1401,2,11,NA,yes,yes,yes,2023-06-21,"25,409,000","3,100,000,000"
347,AZS6tLo2,tehran,buy-apartment,farmanieh,195,1388,3,4,5,yes,yes,yes,2023-06-21,"172,820,000","33,700,000,000"
348,QYXluO_t,tehran,buy-apartment,chitgar,90,1400,2,11,NA,yes,yes,yes,2023-06-21,mshwr,twfqy
349,AZImXkOY,tehran,buy-apartment,kamraniyeh,90,1380,2,3,3,yes,yes,yes,2023-06-21,"122,111,000","10,990,000,000"
350,AZS6dKn7,tehran,buy-apartment,qeytarieh,185,1385,3,3,NA,yes,yes,yes,2023-06-21,"129,729,000","24,000,000,000"
351,AZS-dLbI,tehran,buy-apartment,darya,200,1400,3,3,6,yes,yes,yes,2023-06-21,"150,000,000","30,000,000,000"
352,gY--Jj3N,tehran,buy-apartment,chitgar,92,1400,2,14,NA,yes,yes,yes,2023-06-21,shkhSy,twfqy
353,AZPGvHaj,tehran,buy-apartment,darrous,200,1402,3,2,6,yes,yes,yes,2023-06-21,"185,000,000","37,000,000,000"
354,AZ4RFosK,tehran,buy-apartment,velenjak,140,1380,2,3,NA,no,yes,yes,2023-06-21,"214,285,000","30,000,000,000"
355,AZR28uTw,tehran,buy-apartment,central-jannat-abad,92,1396,2,2,4,yes,yes,yes,2023-06-21,"106,521,000","9,800,000,000"
356,AZQaEeKM,tehran,buy-apartment,south-jannat-abad,90,1389,2,4,5,yes,yes,yes,2023-06-21,"98,888,000","8,900,000,000"
357,AZQaFCDW,tehran,buy-apartment,shahin,95,1402,2,2,5,yes,yes,yes,2023-06-21,"114,736,000","10,900,000,000"
358,gY2bj2Ab,tehran,buy-apartment,chitgar,100,1401,2,30,NA,yes,yes,yes,2023-06-21,"28,040,000","2,804,000,000"
359,AZS-NR9K,tehran,buy-apartment,darrous,165,1387,3,3,6,yes,yes,yes,2023-06-21,"157,575,000","26,000,000,000"
360,AZ_1wIFs,tehran,buy-apartment,saadat-abad,79,1382,2,4,4,no,no,yes,2023-06-21,"88,607,000","7,000,000,000"
361,AZS-dH-7,tehran,buy-apartment,khaje-nezam-molk,45,1373,1,2,5,no,no,no,2023-06-21,"71,111,000","3,200,000,000"
362,AZJZgrlh,tehran,buy-apartment,ekhtiarieh,190,1401,3,9,12,yes,yes,yes,2023-06-21,"115,789,000","22,000,000,000"
363,AZS-tAz_,tehran,buy-apartment,mirdamad,195,1402,3,3,6,yes,yes,yes,2023-06-21,"223,076,000","43,500,000,000"
364,AZS-dQYL,tehran,buy-apartment,beryanak,58,1395,1,1,4,yes,yes,yes,2023-06-21,"66,379,000","3,850,000,000"
365,AZxpvI9Y,tehran,buy-apartment,shahr-ziba,118,1389,3,3,5,yes,yes,yes,2023-06-21,"94,745,000","11,180,000,000"
366,AZNaHFvG,tehran,buy-apartment,sohrevardi,85,1383,2,1,4,yes,yes,yes,2023-06-21,"87,058,000","7,400,000,000"
367,AZImiX4n,tehran,buy-apartment,saadat-abad,76,1382,2,4,4,no,no,yes,2023-06-21,"89,473,000","6,800,000,000"
368,AZS-9VOa,tehran,buy-apartment,amir-abad,102,1379,2,1,NA,no,no,yes,2023-06-21,"77,843,000","7,940,000,000"
369,AZS6N5h2,tehran,buy-apartment,salsabil,70,1380,2,hmkhf,4,no,no,no,2023-06-21,"52,857,000","3,700,000,000"
370,AZRajZ6G,tehran,buy-apartment,chitgar,102,1402,2,15,20,yes,yes,yes,2023-06-21,"14,705,000","1,500,000,000"
371,AZzxQTED,tehran,buy-apartment,sohrevardi,120,1399,2,2,NA,yes,yes,yes,2023-06-21,"125,000,000","15,000,000,000"
372,AZRG1Wvb,tehran,buy-apartment,shahrak-rahahan,98,1402,2,6,10,yes,yes,yes,2023-06-21,"20,408,000","2,000,000,000"
373,AZ0VU__R,tehran,buy-apartment,sohrevardi,86,1397,2,4,6,yes,yes,yes,2023-06-21,"104,651,000","9,000,000,000"
374,AZA6HeDH,tehran,buy-apartment,chitgar,55,1402,2,5,12,yes,yes,yes,2023-06-21,"28,545,000","1,570,000,000"
375,AZS-t-pd,tehran,buy-apartment,narmak,45,1376,1,4,NA,no,no,yes,2023-06-21,"73,333,000","3,300,000,000"
376,AZPu_oHD,tehran,buy-apartment,sabalan,40,1394,1,2,4,no,no,yes,2023-06-21,"63,250,000","2,530,000,000"
377,AZS-N8LA,tehran,buy-apartment,mobarak-abad-beheshti,67,1402,2,3,NA,yes,yes,yes,2023-06-21,"33,000,000","2,211,000,000"
378,AZvlxspC,tehran,buy-apartment,sattarkhan,90,1395,2,3,NA,yes,yes,yes,2023-06-21,"96,666,000","8,700,000,000"
379,AZS-N9rQ,tehran,buy-apartment,ozgol,198,1396,3,3,7,yes,yes,yes,2023-06-21,"126,262,000","25,000,000,000"
380,AZS-9d-7,tehran,buy-apartment,abbas-abad,123,1395,2,2,NA,yes,yes,no,2023-06-21,"116,666,000","14,350,000,000"
381,AZNiGFzo,tehran,buy-apartment,hafthoz,71,1402,2,1,4,yes,no,yes,2023-06-21,"100,704,000","7,150,000,000"
382,AZP6SFvm,tehran,buy-apartment,zafaraniyeh,250,1402,3,5,NA,yes,yes,yes,2023-06-21,"240,000,000","60,000,000,000"
383,AZ0FHL77,tehran,buy-apartment,sabalan,33,1393,1,4,NA,no,no,yes,2023-06-21,"72,121,000","2,380,000,000"
384,AZS-t4va,tehran,buy-apartment,khaje-nezam-molk,56,1386,1,4,4,yes,yes,no,2023-06-21,"67,857,000","3,800,000,000"
385,AZ4lGGlu,tehran,buy-apartment,chitgar-lake,123,1392,2,11,14,yes,yes,yes,2023-06-21,"78,048,000","9,600,000,000"
386,AZ_NCXR4,tehran,buy-apartment,saadat-abad,81,1391,2,7,10,yes,yes,yes,2023-06-21,"113,580,000","9,200,000,000"
387,AZSKaSCT,tehran,buy-apartment,saadat-abad,53,1392,1,2,5,yes,yes,yes,2023-06-21,"158,490,000","8,400,000,000"
388,AZNW25bK,tehran,buy-apartment,almahdi,53,1389,1,4,NA,yes,yes,yes,2023-06-21,"126,415,000","6,700,000,000"
