,id,city,category,district,size,year of construction,number of rooms,floor,Total floors,elevator,parking,storage,date,price per meter (Toman),total price (Toman)
1097,AZEaC305,tehran,buy-apartment,zargandeh,85,1385,2,3,NA,yes,yes,yes,2023-06-21,"117,647,000","10,000,000,000"
1098,AZE-RkgD,tehran,buy-apartment,zargandeh,95,1395,2,1,NA,yes,yes,yes,2023-06-21,"116,494,000","11,067,000,000"
1099,AZH2CeMl,tehran,buy-apartment,zafar,110,1395,3,4,NA,yes,yes,yes,2023-06-21,"117,272,000","12,900,000,000"
1100,AZRWon5C,tehran,buy-apartment,zafar,131,1392,3,1,NA,yes,yes,yes,2023-06-21,"112,000,000","14,672,000,000"
1101,AZGWMJbZ,tehran,buy-apartment,abazar,104,1382,2,hmkhf,4,no,yes,yes,2023-06-21,"100,480,000","10,450,000,000"
1102,AZESeIvZ,tehran,buy-apartment,south-jannat-abad,106,1402,2,4,5,yes,yes,yes,2023-06-21,"94,339,000","10,000,000,000"
1103,AZ-dVmSh,tehran,buy-apartment,south-jannat-abad,97,1394,2,3,5,yes,yes,yes,2023-06-21,"125,773,000","12,200,000,000"
1104,AZE-dDZl,tehran,buy-apartment,central-jannat-abad,86,1402,2,4,5,yes,yes,yes,2023-06-21,"93,023,000","8,000,000,000"
1105,AZEW_ubx,tehran,buy-apartment,north-jannat-abad,96,1402,2,4,5,yes,yes,yes,2023-06-21,"93,750,000","9,000,000,000"
1106,AZECvrcA,tehran,buy-apartment,central-jannat-abad,116,1402,2,3,5,yes,yes,yes,2023-06-21,"94,827,000","11,000,000,000"
1107,AZQGczf0,tehran,buy-apartment,central-jannat-abad,100,1394,2,1,4,yes,yes,yes,2023-06-21,"99,000,000","9,900,000,000"
1108,AZQ2b96g,tehran,buy-apartment,north-jannat-abad,110,1395,2,3,5,yes,yes,yes,2023-06-21,"90,909,000","10,000,000,000"
1109,AZEe-b35,tehran,buy-apartment,south-jannat-abad,126,1402,2,3,5,yes,yes,yes,2023-06-21,"95,238,000","12,000,000,000"
1110,AZQqEmlr,tehran,buy-apartment,sohrevardi,88,1388,2,zyrhmkhf,4,no,no,yes,2023-06-21,"48,863,000","4,300,000,000"
1111,AZQiwbDp,tehran,buy-apartment,gomrok,62,1390,2,hmkhf,4,no,no,yes,2023-06-21,"44,838,000","2,780,000,000"
1112,AZRaJLz1,tehran,buy-apartment,beryanak,66,1379,2,zyrhmkhf,4,no,no,yes,2023-06-21,"33,636,000","2,220,000,000"
1113,AZPiQDpx,tehran,buy-apartment,marzdaran,103,1400,2,1,5,yes,yes,yes,2023-06-21,"181,067,000","18,650,000,000"
1114,AZSuqmOc,tehran,buy-apartment,punak,70,1385,2,2,4,no,yes,yes,2023-06-21,"88,571,000","6,200,000,000"
1115,AZHyUTpj,tehran,buy-apartment,farmanieh,245,1386,4,5,NA,yes,yes,yes,2023-06-21,"216,326,000","53,000,000,000"
1116,AZEmFRCB,tehran,buy-apartment,saadat-abad,220,1402,3,6,10,yes,yes,yes,2023-06-21,"380,000,000","83,600,000,000"
1117,AZSaPckS,tehran,buy-apartment,zafar,110,qbl z 1370,2,1,3,no,yes,yes,2023-06-21,"110,000,000","12,100,000,000"
1118,AZIanilD,tehran,buy-apartment,jey,46,1395,1,3,4,yes,no,yes,2023-06-21,"65,000,000","2,990,000,000"
1119,AZSa_bPf,tehran,buy-apartment,central-jannat-abad,60,1384,2,1,5,yes,yes,yes,2023-06-21,"95,000,000","5,700,000,000"
1120,AZOmqDDU,tehran,buy-apartment,navvab,55,1387,1,1,4,no,no,no,2023-06-21,"45,454,000","2,500,000,000"
1121,AZSaPayW,tehran,buy-apartment,punak,90,1395,2,4,NA,yes,no,no,2023-06-21,"120,000,000","10,800,000,000"
1122,AZOubB5x,tehran,buy-apartment,jomhouri,137,1402,3,5,5,yes,yes,yes,2023-06-21,"89,781,000","12,300,000,000"
1123,AZM6WHL9,tehran,buy-apartment,hashemi,48,1392,1,3,4,yes,yes,yes,2023-06-21,"93,750,000","4,500,000,000"
1124,AZAWqYxY,tehran,buy-apartment,navvab,74,1390,2,3,4,no,no,no,2023-06-21,"43,243,000","3,200,000,000"
1125,AZPChoaH,tehran,buy-apartment,navvab,55,1389,1,3,4,yes,no,no,2023-06-21,"47,272,000","2,600,000,000"
1126,AZSWf6Sh,tehran,buy-apartment,punak,70,1382,2,1,NA,yes,yes,yes,2023-06-21,"97,142,000","6,800,000,000"
1127,AZRGMB0O,tehran,buy-apartment,sabalan,43,1397,1,2,NA,yes,yes,yes,2023-06-21,"73,255,000","3,150,000,000"
1128,AZ5VKDxi,tehran,buy-apartment,andisheh,68,1396,2,2,NA,yes,yes,yes,2023-06-21,"29,117,000","1,980,000,000"
1129,AZKCw1PF,tehran,buy-apartment,punak,120,1401,2,5,11,yes,yes,yes,2023-06-21,"114,166,000","13,700,000,000"
1130,AZJebR6-,tehran,buy-apartment,punak,107,1390,3,3,4,yes,yes,yes,2023-06-21,"154,205,000","16,500,000,000"
1131,AZOK_IjC,tehran,buy-apartment,darrous,110,1385,2,5,5,yes,yes,yes,2023-06-21,"136,363,000","15,000,000,000"
1132,AZSafYD6,tehran,buy-apartment,punak,108,1393,2,3,5,yes,yes,no,2023-06-21,"119,907,000","12,950,000,000"
1133,AZ8RkmmZ,tehran,buy-apartment,andisheh,50,1395,1,3,NA,yes,yes,yes,2023-06-21,"40,000,000","2,000,000,000"
1134,AZSa_843,tehran,buy-apartment,south-jannat-abad,121,1389,2,2,5,yes,yes,yes,2023-06-21,"108,677,000","13,150,000,000"
1135,AZBea3r8,tehran,buy-apartment,abazar,95,1390,2,3,NA,yes,yes,yes,2023-06-21,"123,157,000","11,700,000,000"
1136,AZsFIddQ,tehran,buy-apartment,heravi,145,1399,3,3,NA,yes,yes,yes,2023-06-21,"180,689,000","26,200,000,000"
1137,AZJmdgM2,tehran,buy-apartment,tehran-now,80,1384,2,2,4,no,yes,yes,2023-06-21,"68,750,000","5,500,000,000"
1138,AZKmbuKl,tehran,buy-apartment,sabalan,75,1388,2,4,NA,no,yes,yes,2023-06-21,"56,000,000","4,200,000,000"
1139,AZP6xb17,tehran,buy-apartment,vahidiyeh,90,1391,2,3,NA,yes,yes,yes,2023-06-21,"62,222,000","5,600,000,000"
1140,AZIa5WnE,tehran,buy-apartment,zarkesh,62,1393,2,1,4,yes,no,no,2023-06-21,"66,129,000","4,100,000,000"
1141,AZR-4DXx,tehran,buy-apartment,saadat-abad,118,1401,2,1,6,yes,yes,yes,2023-06-21,"159,322,000","18,800,000,000"
1142,AZSefHhv,tehran,buy-apartment,jeyhoon,75,1384,2,4,5,yes,yes,yes,2023-06-21,"58,000,000","4,350,000,000"
1143,AZSC-c7m,tehran,buy-apartment,chitgar-lake,100,1400,2,9,21,yes,yes,yes,2023-06-21,"97,000,000","9,700,000,000"
1144,AZtpK6H6,tehran,buy-apartment,pasdaran,90,1396,2,2,NA,yes,yes,yes,2023-06-21,"144,444,000","13,000,000,000"
1145,AZLqRhea,tehran,buy-apartment,heravi,104,1399,2,1,NA,yes,yes,yes,2023-06-21,"171,153,000","17,800,000,000"
1146,AZ1tpF_z,tehran,buy-apartment,heravi,125,1398,2,1,NA,yes,yes,yes,2023-06-21,"136,000,000","17,000,000,000"
1147,AZK-97yW,tehran,buy-apartment,beryanak,57,1384,1,1,4,no,no,yes,2023-06-21,"56,491,000","3,220,000,000"
1148,AZNydt0u,tehran,buy-apartment,towhid,133,1402,3,4,NA,yes,yes,yes,2023-06-21,"116,541,000","15,500,000,000"
1149,AZR6-v5t,tehran,buy-apartment,sazman-barnameh,122,1394,2,4,NA,yes,yes,yes,2023-06-21,"94,918,000","11,580,000,000"
1150,AZ4xUdJ4,tehran,buy-apartment,jey,41,1396,1,3,4,yes,yes,yes,2023-06-21,"68,292,000","2,800,000,000"
1151,AZSevCOR,tehran,buy-apartment,zafar,85,1388,2,5,5,yes,yes,yes,2023-06-21,"135,294,000","11,500,000,000"
1152,AZSq52fU,tehran,buy-apartment,central-jannat-abad,87,1384,2,3,NA,no,yes,yes,2023-06-21,"74,137,000","6,450,000,000"
1153,AZHSAT9L,tehran,buy-apartment,heravi,130,1402,2,11,NA,yes,yes,yes,2023-06-21,"138,461,000","18,000,000,000"
1154,AZAG4XM2,tehran,buy-apartment,ekhtiarieh,118,1400,2,2,NA,yes,yes,yes,2023-06-21,"159,322,000","18,800,000,000"
1155,AZSa_lpu,tehran,buy-apartment,mobarak-abad-beheshti,71,1399,2,2,NA,yes,no,yes,2023-06-21,"32,253,000","2,290,000,000"
1156,AZBy4r9c,tehran,buy-apartment,sohrevardi,95,1385,2,1,5,yes,yes,yes,2023-06-21,"92,631,000","8,800,000,000"
1157,AZ-Z-hXi,tehran,buy-apartment,shahrak-vali-asr,57,1384,1,2,4,no,yes,yes,2023-06-21,"43,333,000","2,470,000,000"
1158,AZAeSoHw,tehran,buy-apartment,sohrevardi,137,1395,3,1,5,yes,yes,yes,2023-06-21,"98,540,000","13,500,000,000"
1159,AZSeviAi,tehran,buy-apartment,jeyhoon,65,1394,2,2,5,yes,no,yes,2023-06-21,"53,692,000","3,490,000,000"
1160,AZJOF0bT,tehran,buy-apartment,abazar,59,1385,1,1,5,yes,yes,yes,2023-06-21,"116,949,000","6,900,000,000"
1161,AZ_RVNRp,tehran,buy-apartment,seyyed-khandan,131,1401,3,4,5,yes,yes,yes,2023-06-21,"138,931,000","18,200,000,000"
1162,AZEaiIX2,tehran,buy-apartment,chitgar,63,1402,2,19,NA,yes,yes,yes,2023-06-21,"21,428,000","1,350,000,000"
1163,AZSePzoN,tehran,buy-apartment,afsariyeh,73,1379,1,3,4,no,no,yes,2023-06-21,"44,520,000","3,250,000,000"
1164,AZSeP02W,tehran,buy-apartment,karevan,63,1382,2,4,NA,no,yes,yes,2023-06-21,"57,142,000","3,600,000,000"
1165,AZ39F8mF,tehran,buy-apartment,kuy-ferdows,85,1382,2,3,NA,yes,yes,yes,2023-06-21,"78,823,000","6,700,000,000"
1166,AZA6yyXz,tehran,buy-apartment,sohrevardi,101,1400,2,3,5,yes,yes,yes,2023-06-21,"118,811,000","12,000,000,000"
1167,AZSiPJYW,tehran,buy-apartment,dolat-abad,51,1385,1,5,NA,yes,yes,yes,2023-06-21,"50,980,000","2,600,000,000"
1168,AZSevwVF,tehran,buy-apartment,sizdah-aban,58,1402,2,+30,NA,yes,yes,yes,2023-06-21,"65,948,000","3,825,000,000"
1169,AZFe8n5a,tehran,buy-apartment,sohrevardi,115,1402,2,1,5,yes,yes,yes,2023-06-21,"149,130,000","17,150,000,000"
1170,AZNW825p,tehran,buy-apartment,north-jannat-abad,83,1391,2,2,5,yes,yes,yes,2023-06-21,"96,144,000","7,980,000,000"
1171,AZtpMorM,tehran,buy-apartment,saadat-abad,500,1380,4,10,10,yes,yes,yes,2023-06-21,"200,000,000","100,000,000,000"
1172,AZMy2bcr,tehran,buy-apartment,jeyhoon,55,1385,2,3,3,no,yes,yes,2023-06-21,"47,272,000","2,600,000,000"
1173,AZSGauKF,tehran,buy-apartment,beryanak,60,1385,2,4,4,no,no,yes,2023-06-21,"42,500,000","2,550,000,000"
1174,AZOGdOFT,tehran,buy-apartment,salsabil,64,1383,2,3,4,no,yes,yes,2023-06-21,"42,187,000","2,700,000,000"
1175,AZSef7Dd,tehran,buy-apartment,tehran-kerman,55,1382,1,3,5,yes,yes,yes,2023-06-21,"71,272,000","3,920,000,000"
1176,AZSevsqL,tehran,buy-apartment,mirdamad,86,1377,2,4,NA,no,yes,yes,2023-06-21,"95,348,000","8,200,000,000"
1177,AZSePuM1,tehran,buy-apartment,shams-abad,52,1402,1,4,5,yes,yes,yes,2023-06-21,"130,769,000","6,800,000,000"
1178,AZSev6oW,tehran,buy-apartment,heravi,110,1387,2,5,NA,yes,yes,yes,2023-06-21,"123,627,000","13,599,000,000"
1179,AZSiPorT,tehran,buy-apartment,south-shahran,100,1392,2,3,5,yes,yes,yes,2023-06-21,"78,000,000","7,800,000,000"
1180,AZLqSZqb,tehran,buy-apartment,kuy-ferdows,75,1382,3,hmkhf,NA,no,yes,yes,2023-06-21,"100,000,000","7,500,000,000"
1181,AZLWB1fa,tehran,buy-apartment,punak,70,1383,2,3,NA,no,yes,yes,2023-06-21,"101,428,000","7,100,000,000"
1182,AZPCD9V4,tehran,buy-apartment,sazman-barnameh,85,1395,2,1,NA,yes,yes,yes,2023-06-21,"107,058,000","9,100,000,000"
1183,AZSifdQ-,tehran,buy-apartment,atabak,47,1390,1,3,5,yes,no,yes,2023-06-21,"38,297,000","1,800,000,000"
1184,AZSiPejM,tehran,buy-apartment,north-jannat-abad,55,1380,1,4,4,no,no,no,2023-06-21,"68,727,000","3,780,000,000"
1185,AZHCyPJ5,tehran,buy-apartment,marzdaran,91,1394,2,5,5,yes,yes,yes,2023-06-21,"135,164,000","12,300,000,000"
1186,AZ3NYzjN,tehran,buy-apartment,marzdaran,85,1380,2,1,4,no,yes,yes,2023-06-21,"82,235,000","6,990,000,000"
1187,AZNy3UgS,tehran,buy-apartment,punak,75,1399,2,4,NA,yes,yes,yes,2023-06-21,"110,666,000","8,300,000,000"
1188,AZRyKTsZ,tehran,buy-apartment,kuy-ferdows,153,1392,3,2,NA,yes,yes,yes,2023-06-21,"90,196,000","13,800,000,000"
1189,AZ_x1a2O,tehran,buy-apartment,jeyhoon,50,1395,1,1,4,yes,yes,yes,2023-06-21,"59,000,000","2,950,000,000"
1190,AZIKjLrk,tehran,buy-apartment,parastar,115,1397,3,2,5,yes,yes,yes,2023-06-21,"140,000,000","16,100,000,000"
1191,AZ9Z9SSh,tehran,buy-apartment,shahrak-jandarmeri,98,1401,2,3,5,yes,yes,yes,2023-06-21,"165,000,000","16,170,000,000"
1192,AZSyptVs,tehran,buy-apartment,tajrish,100,1402,2,16,NA,yes,yes,yes,2023-06-21,"26,000,000","2,600,000,000"
1193,AZxJ8O25,tehran,buy-apartment,saadat-abad,70,1383,2,1,NA,no,no,yes,2023-06-21,"122,857,000","8,600,000,000"
1194,AZ2dPDx1,tehran,buy-apartment,vanak,100,1390,2,4,5,yes,yes,yes,2023-06-21,"140,000,000","14,000,000,000"
1195,AZsZmGoV,tehran,buy-apartment,vanak,164,1375,3,6,12,yes,yes,yes,2023-06-21,"103,658,000","17,000,000,000"
1196,AZSi_XLd,tehran,buy-apartment,ferdowsi,151,qbl z 1370,3,2,6,yes,yes,yes,2023-06-21,"54,966,000","8,300,000,000"
1197,AZSifZl3,tehran,buy-apartment,jordan,200,1401,3,5,NA,yes,yes,yes,2023-06-21,"220,000,000","44,000,000,000"
1198,AZ0Ja6YR,tehran,buy-apartment,saadat-abad,140,1384,3,2,NA,yes,yes,yes,2023-06-21,"137,142,000","19,200,000,000"
1199,AZSiPmQj,tehran,buy-apartment,kuy-ferdows,83,1389,2,5,NA,yes,yes,yes,2023-06-21,"99,397,000","8,250,000,000"
1200,AZJa3bhS,tehran,buy-apartment,moshiriyeh,43,1378,1,3,4,no,no,yes,2023-06-21,"41,860,000","1,800,000,000"
1201,AZSifnzh,tehran,buy-apartment,mobarak-abad-beheshti,80,1394,2,2,NA,yes,yes,yes,2023-06-21,"33,000,000","2,640,000,000"
1202,AZx9NvZ3,tehran,buy-apartment,kuy-ferdows,50,1385,1,4,NA,yes,yes,yes,2023-06-21,"114,000,000","5,700,000,000"
1203,AZxlfjea,tehran,buy-apartment,bagh-feyz,61,1402,1,3,NA,yes,yes,yes,2023-06-21,"140,000,000","8,540,000,000"
1204,AZNGuELb,tehran,buy-apartment,central-jannat-abad,55,1385,1,hmkhf,NA,no,yes,yes,2023-06-21,"110,909,000","6,100,000,000"
1205,AZAipdBM,tehran,buy-apartment,hakimiyeh,140,1380,3,2,NA,no,no,no,2023-06-21,"78,571,000","11,000,000,000"
1206,AZB2OACl,tehran,buy-apartment,hakimiyeh,120,1397,3,4,NA,yes,yes,yes,2023-06-21,"86,250,000","10,350,000,000"
1207,AZ0B7T8C,tehran,buy-apartment,hakimiyeh,93,1399,2,4,NA,yes,yes,yes,2023-06-21,"120,430,000","11,200,000,000"
1208,AZKCsxr3,tehran,buy-apartment,sazman-barnameh,96,1386,2,4,NA,yes,yes,yes,2023-06-21,"94,791,000","9,100,000,000"
1209,AZGOtY-O,tehran,buy-apartment,shahr-ziba,69,1397,2,1,NA,yes,yes,yes,2023-06-21,"105,797,000","7,300,000,000"
1210,AZF2H5Zl,tehran,buy-apartment,sazman-barnameh,93,1386,2,2,NA,no,yes,yes,2023-06-21,"76,881,000","7,150,000,000"
1211,AZSmPKH0,tehran,buy-apartment,ajudaniye,160,1401,3,5,3,yes,yes,yes,2023-06-21,"162,500,000","26,000,000,000"
1212,AZSm_JWZ,tehran,buy-apartment,vanak,135,1377,2,hmkhf,NA,no,yes,yes,2023-06-21,"74,074,000","10,000,000,000"
1213,AZsJJ055,tehran,buy-apartment,saadat-abad,125,1385,3,5,NA,yes,yes,yes,2023-06-21,"127,040,000","15,880,000,000"
1214,AZSmfWgu,tehran,buy-apartment,chitgar,150,1402,3,10,7,yes,yes,yes,2023-06-21,"16,666,000","2,500,000,000"
1215,AZRG8vzZ,tehran,buy-apartment,ekhtiarieh,230,1385,3,3,3,no,no,yes,2023-06-21,"130,434,000","30,000,000,000"
1216,AZSi_Pyb,tehran,buy-apartment,mirdamad,100,1390,2,3,5,yes,yes,yes,2023-06-21,"140,000,000","14,000,000,000"
1217,AZSmPIj4,tehran,buy-apartment,marzdaran,97,1395,2,3,5,yes,yes,yes,2023-06-21,"126,804,000","12,300,000,000"
1218,AZ1hfw3R,tehran,buy-apartment,niavaran,100,1400,2,6,5,yes,yes,yes,2023-06-21,"199,000,000","19,900,000,000"
1219,AZQOT_kQ,tehran,buy-apartment,saadat-abad,125,1400,2,3,5,yes,yes,yes,2023-06-21,"252,000,000","31,500,000,000"
1220,AZQWDtbq,tehran,buy-apartment,saadat-abad,85,1392,2,2,5,yes,yes,yes,2023-06-21,"176,470,000","15,000,000,000"
1221,AZN-VmNR,tehran,buy-apartment,shahrak-gharb,80,1382,2,4,5,yes,yes,yes,2023-06-21,"162,500,000","13,000,000,000"
1222,AZMuD971,tehran,buy-apartment,saadat-abad,100,1385,2,1,5,yes,yes,yes,2023-06-21,"160,000,000","16,000,000,000"
1223,AZQezKlS,tehran,buy-apartment,aseman,110,1386,3,5,5,yes,yes,yes,2023-06-21,"136,363,000","15,000,000,000"
1224,AZ3NWpZr,tehran,buy-apartment,marzdaran,165,1401,3,2,5,yes,yes,yes,2023-06-21,"190,000,000","31,350,000,000"
1225,AZAG1_jt,tehran,buy-apartment,punak,85,1392,2,2,NA,yes,yes,yes,2023-06-21,"96,470,000","8,200,000,000"
1226,AZQqZy6q,tehran,buy-apartment,central-jannat-abad,105,1396,2,3,5,yes,yes,yes,2023-06-21,"109,523,000","11,500,000,000"
1227,AZPqhsCN,tehran,buy-apartment,darrous,290,1400,3,5,5,yes,yes,yes,2023-06-21,"300,000,000","87,000,000,000"
1228,AZ9Z9v_K,tehran,buy-apartment,shahrak-jandarmeri,175,1401,3,4,5,yes,yes,yes,2023-06-21,"131,428,000","23,000,000,000"
1229,AZeZD4Qc,tehran,buy-apartment,mobarak-abad-beheshti,87,1401,2,3,NA,yes,yes,yes,2023-06-21,"30,000,000","2,610,000,000"
1230,AZBmOfBM,tehran,buy-apartment,ekhtiarieh,142,1400,3,3,6,yes,yes,yes,2023-06-21,"175,985,000","24,990,000,000"
1231,AZtJNF1T,tehran,buy-apartment,velenjak,265,1387,4,6,NA,yes,yes,yes,2023-06-21,"200,000,000","53,000,000,000"
1232,AZ6V-zV9,tehran,buy-apartment,minabi,75,1399,2,5,NA,yes,yes,yes,2023-06-21,"37,200,000","2,790,000,000"
1233,AZBu9DM1,tehran,buy-apartment,salsabil,110,1397,3,5,5,yes,yes,yes,2023-06-21,"66,363,000","7,300,000,000"
1234,AZSmf7XZ,tehran,buy-apartment,north-shahran,76,1385,2,4,5,yes,yes,yes,2023-06-21,"103,947,000","7,900,000,000"
1235,AZSm_6bW,tehran,buy-apartment,jeyhoon,51,1384,1,hmkhf,4,no,no,yes,2023-06-21,"40,588,000","2,070,000,000"
1236,AZSmvpba,tehran,buy-apartment,aramaneh,75,1401,2,3,NA,yes,yes,yes,2023-06-21,"73,333,000","5,500,000,000"
1237,AZLSXkzr,tehran,buy-apartment,saadat-abad,112,1396,2,2,NA,yes,yes,no,2023-06-21,"150,000,000","16,800,000,000"
1238,AZSmfv4d,tehran,buy-apartment,kuy-ferdows,58,1385,1,3,4,no,yes,yes,2023-06-21,"81,034,000","4,700,000,000"
1239,AZSq8aCD,tehran,buy-apartment,hafezie,80,1381,1,1,5,no,no,yes,2023-06-21,"75,000,000","6,000,000,000"
1240,AZRyHZZP,tehran,buy-apartment,abazar,65,1389,1,2,NA,yes,yes,yes,2023-06-21,"115,384,000","7,500,000,000"
1241,AZQCztkU,tehran,buy-apartment,salsabil,43,1378,1,2,4,no,no,yes,2023-06-21,"54,651,000","2,350,000,000"
1242,AZOePILM,tehran,buy-apartment,ostad-moein,120,1401,2,2,5,yes,yes,yes,2023-06-21,"71,666,000","8,600,000,000"
1243,AZ-5fXPJ,tehran,buy-apartment,shahr-ziba,90,1380,2,hmkhf,NA,no,yes,yes,2023-06-21,"88,888,000","8,000,000,000"
1244,AZI2hfN7,tehran,buy-apartment,darrous,238,1380,3,2,6,yes,yes,yes,2023-06-21,"160,336,000","38,160,000,000"
1245,AZDaRf-G,tehran,buy-apartment,darrous,205,1402,3,3,6,yes,yes,yes,2023-06-21,"273,170,000","56,000,000,000"
1246,AZOW7lpp,tehran,buy-apartment,darrous,340,1399,+4,4,6,yes,yes,yes,2023-06-21,"250,000,000","85,000,000,000"
1247,AZJutJ0F,tehran,buy-apartment,pasdaran,239,1402,3,5,6,yes,yes,yes,2023-06-21,"251,046,000","60,000,000,000"
1248,AZ7tiJnh,tehran,buy-apartment,north-jannat-abad,107,1398,2,5,5,yes,yes,yes,2023-06-21,"99,065,000","10,600,000,000"
1249,AZ3JmGUE,tehran,buy-apartment,shahrak-vali-asr,90,1373,2,3,3,no,no,yes,2023-06-21,"44,444,000","4,000,000,000"
1250,AZBOJGA9,tehran,buy-apartment,narmak,68,1388,2,3,4,no,yes,yes,2023-06-21,"100,000,000","6,800,000,000"
1251,AZN6EDS0,tehran,buy-apartment,narmak,88,1397,2,4,5,yes,yes,yes,2023-06-21,"101,136,000","8,900,000,000"
1252,AZLyxN37,tehran,buy-apartment,kuy-ferdows,100,1400,2,14,14,yes,yes,yes,2023-06-21,"100,000,000","10,000,000,000"
1253,AZSqPXpV,tehran,buy-apartment,kuy-ferdows,121,1401,2,1,NA,yes,yes,yes,2023-06-21,"111,074,000","13,440,000,000"
1254,AZHW25Fy,tehran,buy-apartment,central-jannat-abad,83,1396,2,4,5,yes,yes,yes,2023-06-21,"107,108,000","8,890,000,000"
1255,AZuhw1z9,tehran,buy-apartment,niloufar,120,1382,2,4,5,yes,yes,yes,2023-06-21,"101,666,000","12,200,000,000"
1256,AZSeqicD,tehran,buy-apartment,jey,86,1395,2,2,5,yes,yes,yes,2023-06-21,"56,395,000","4,850,000,000"
1257,AZMmhNVH,tehran,buy-apartment,dr-hoshyar,83,1392,2,4,4,yes,yes,yes,2023-06-21,"83,132,000","6,900,000,000"
1258,AZsZrHBW,tehran,buy-apartment,south-jannat-abad,90,1387,2,3,5,yes,yes,yes,2023-06-21,"96,666,000","8,700,000,000"
1259,AZSqfP0R,tehran,buy-apartment,saadat-abad,60,1400,1,2,4,yes,yes,yes,2023-06-21,"136,666,000","8,200,000,000"
1260,AZ8tJX23,tehran,buy-apartment,niavaran,123,1395,2,4,NA,yes,yes,yes,2023-06-21,"195,121,000","24,000,000,000"
1261,AZQWipVX,tehran,buy-apartment,marzdaran,127,1398,3,5,7,yes,yes,yes,2023-06-21,"128,110,000","16,270,000,000"
1262,AZNCedH4,tehran,buy-apartment,dr-hoshyar,113,1402,2,1,5,yes,yes,yes,2023-06-21,"69,911,000","7,900,000,000"
1263,AZSqvbid,tehran,buy-apartment,jeyhoon,130,1402,4,3,4,yes,yes,yes,2023-06-21,"59,230,000","7,700,000,000"
1264,AZSqPaSU,tehran,buy-apartment,kuy-ferdows,110,1387,2,5,NA,yes,yes,yes,2023-06-21,"93,636,000","10,300,000,000"
1265,AZSqPafw,tehran,buy-apartment,ekhtiarieh,106,1382,2,4,5,yes,yes,yes,2023-06-21,"133,962,000","14,200,000,000"
1266,AZ3BUM9r,tehran,buy-apartment,darakeh,80,1397,2,6,NA,yes,yes,yes,2023-06-21,"193,750,000","15,500,000,000"
1267,AZ3RVIvX,tehran,buy-apartment,chitgar,120,1401,3,11,NA,yes,yes,yes,2023-06-21,"12,000,000","1,440,000,000"
1268,AZBAe84l,tehran,buy-apartment,shahrak-rahahan,100,1401,2,5,NA,yes,yes,yes,2023-06-21,"16,000,000","1,600,000,000"
1269,AZSqvNEt,tehran,buy-apartment,sohrevardi,120,1398,2,3,6,yes,yes,yes,2023-06-21,"100,833,000","12,100,000,000"
1270,AZv94baB,tehran,buy-apartment,shahr-ziba,69,1380,2,2,3,yes,yes,yes,2023-06-21,"33,333,000","2,300,000,000"
1271,AZrF3PVY,tehran,buy-apartment,shahr-ziba,62,1382,1,1,4,no,yes,yes,2023-06-21,"80,322,000","4,980,000,000"
1272,AZQ2EQps,tehran,buy-apartment,beryanak,122,1402,2,5,5,yes,yes,yes,2023-06-21,"45,081,000","5,500,000,000"
1273,AZSuvOFV,tehran,buy-apartment,sazman-barnameh,150,1400,3,5,5,yes,yes,yes,2023-06-21,"132,666,000","19,900,000,000"
1274,AZRmGQa8,tehran,buy-apartment,yousef-abad,113,1378,2,2,NA,no,yes,yes,2023-06-21,"110,619,000","12,500,000,000"
1275,AZGeRnIG,tehran,buy-apartment,punak,150,1400,3,3,6,yes,yes,yes,2023-06-21,"145,000,000","21,750,000,000"
1276,AZKqOdGc,tehran,buy-apartment,shahrak-naft-district5,59,1387,2,1,4,no,yes,yes,2023-06-21,"105,932,000","6,250,000,000"
1277,AZSuvL6Z,tehran,buy-apartment,ostad-moein,60,1394,2,1,4,yes,no,yes,2023-06-21,"63,333,000","3,800,000,000"
1278,AZSuPLTB,tehran,buy-apartment,ajudaniye,110,1390,2,3,NA,yes,yes,yes,2023-06-21,"169,000,000","18,590,000,000"
1279,AZxxbbaZ,tehran,buy-apartment,chitgar,130,1402,3,7,NA,yes,yes,yes,2023-06-21,"15,000,000","1,950,000,000"
1280,AZSu_JU1,tehran,buy-apartment,mobarak-abad-beheshti,115,1402,2,1,NA,yes,yes,yes,2023-06-21,"26,504,000","3,048,000,000"
1281,AZNGMrDq,tehran,buy-apartment,central-jannat-abad,86,1391,2,3,NA,yes,yes,yes,2023-06-21,"103,488,000","8,900,000,000"
1282,AZsV8-CH,tehran,buy-apartment,havanirooz,152,1402,3,18,NA,yes,yes,yes,2023-06-21,"90,000,000","13,680,000,000"
1283,AZSuPISq,tehran,buy-apartment,chitgar-lake,450,1402,+4,22,22,yes,yes,yes,2023-06-21,"148,888,000","67,000,000,000"
1284,AZSu_IFF,tehran,buy-apartment,central-jannat-abad,50,1382,1,1,NA,yes,no,yes,2023-06-21,"80,000,000","4,000,000,000"
1285,AZ-Ze07T,tehran,buy-apartment,aqdasiyeh,275,1390,4,4,5,yes,yes,yes,2023-06-21,"243,636,000","67,000,000,000"
1286,AZHKRd0C,tehran,buy-apartment,qeytarieh,170,1402,3,4,5,yes,yes,yes,2023-06-21,"164,705,000","28,000,000,000"
1287,AZRWcr6U,tehran,buy-apartment,ajudaniye,200,1402,3,4,5,yes,yes,yes,2023-06-21,"245,000,000","49,000,000,000"
